age,annual_income,ethnicity,highest_education,marital_status,employment_status,preferred_ice_cream,owns_car,owns_home,choice
32,40500,caucasian,high-school,married,unemployed,chocolate,yes,yes,party-b
33,101000,african-american,high-school,married,employed,vanilla,yes,no,party-b
44,38000,hispanic,high-school,single,employed,vanilla,yes,no,party-b
77,35500,hispanic,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
43,22500,asian,not-high-school,married,employed,chocolate,no,yes,party-b
30,38500,hispanic,graduate-professional,single,employed,vanilla,yes,yes,party-b
18,57000,caucasian,high-school,single,employed,chocolate,yes,yes,party-a
55,65500,caucasian,graduate-professional,married,employed,vanilla,yes,yes,party-a
83,45000,other,high-school,single,unemployed,chocolate,yes,yes,party-a
18,53000,african-american,graduate-professional,single,employed,chocolate,yes,yes,party-a
19,80500,african-american,graduate-professional,single,employed,chocolate,yes,no,party-a
33,56000,hispanic,college,married,employed,vanilla,no,no,party-b
37,65000,asian,college,single,employed,vanilla,no,yes,party-b
47,72000,african-american,college,single,employed,chocolate,yes,no,party-a
28,68500,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
34,25000,asian,college,single,unemployed,vanilla,yes,no,party-b
75,96000,other,college,married,unemployed,vanilla,no,yes,party-a
63,173000,other,college,single,employed,chocolate,no,yes,party-b
47,60000,african-american,college,married,employed,chocolate,yes,no,party-a
74,59500,caucasian,graduate-professional,married,unemployed,chocolate,yes,no,party-b
60,25500,african-american,not-high-school,married,employed,chocolate,no,no,party-b
64,77500,caucasian,graduate-professional,single,unemployed,vanilla,no,no,party-a
20,58000,african-american,high-school,single,employed,chocolate,yes,no,party-b
32,19000,hispanic,college,married,employed,vanilla,no,yes,party-b
74,19500,caucasian,high-school,single,unemployed,chocolate,yes,yes,party-b
37,29000,african-american,college,married,employed,vanilla,no,no,party-b
83,31500,african-american,high-school,married,unemployed,vanilla,yes,no,party-b
18,133000,asian,high-school,single,employed,vanilla,yes,yes,party-a
76,86500,asian,college,married,employed,chocolate,no,yes,party-a
20,80500,hispanic,college,single,employed,vanilla,yes,no,party-a
48,114500,hispanic,graduate-professional,single,employed,chocolate,yes,no,party-b
32,41000,asian,not-high-school,married,employed,chocolate,yes,no,party-b
70,58000,african-american,not-high-school,married,unemployed,vanilla,yes,yes,party-a
25,24000,other,college,single,employed,vanilla,no,no,party-b
58,32500,caucasian,college,married,employed,vanilla,yes,no,party-b
78,27500,african-american,high-school,married,unemployed,chocolate,yes,yes,party-a
19,22000,african-american,high-school,single,employed,chocolate,no,yes,party-b
52,104500,caucasian,college,married,employed,chocolate,no,yes,party-a
43,55000,asian,high-school,single,employed,chocolate,yes,yes,party-b
72,75000,caucasian,high-school,married,unemployed,vanilla,no,yes,party-a
77,22000,african-american,graduate-professional,married,employed,vanilla,yes,yes,party-a
22,43000,hispanic,college,single,unemployed,vanilla,yes,no,party-a
74,24500,asian,high-school,married,employed,vanilla,yes,yes,party-a
35,15000,african-american,high-school,single,unemployed,vanilla,yes,no,party-b
27,45500,hispanic,high-school,single,employed,vanilla,no,no,party-a
76,79500,caucasian,high-school,married,unemployed,chocolate,yes,yes,party-b
72,61000,asian,college,married,unemployed,chocolate,yes,yes,party-a
58,46500,other,high-school,single,employed,chocolate,no,no,party-a
81,84500,other,college,married,unemployed,chocolate,yes,no,party-a
67,28500,caucasian,high-school,married,employed,vanilla,no,no,party-b
69,45500,hispanic,graduate-professional,single,employed,vanilla,yes,yes,party-a
40,31000,hispanic,not-high-school,single,employed,chocolate,yes,yes,party-b
45,32500,asian,college,married,employed,vanilla,no,no,party-b
63,71500,other,high-school,married,employed,chocolate,yes,no,party-a
54,44000,hispanic,graduate-professional,single,employed,vanilla,no,yes,party-b
37,38000,caucasian,college,married,employed,chocolate,yes,no,party-b
58,120500,african-american,college,married,unemployed,chocolate,no,yes,party-a
69,219500,hispanic,graduate-professional,married,employed,vanilla,no,yes,party-a
50,48500,african-american,graduate-professional,single,unemployed,vanilla,yes,yes,party-a
75,97500,caucasian,high-school,single,employed,vanilla,yes,yes,party-a
28,102500,african-american,graduate-professional,single,employed,vanilla,no,no,party-b
23,124500,hispanic,college,married,employed,chocolate,yes,no,party-b
42,62000,asian,graduate-professional,single,employed,chocolate,no,no,party-b
59,35500,asian,high-school,married,employed,vanilla,yes,no,party-b
40,23000,caucasian,not-high-school,married,employed,vanilla,yes,no,party-b
74,109500,caucasian,college,married,unemployed,vanilla,yes,yes,party-b
61,63500,african-american,high-school,married,employed,vanilla,no,no,party-a
42,59000,african-american,high-school,married,employed,vanilla,yes,yes,party-a
33,28500,hispanic,high-school,single,employed,chocolate,no,no,party-b
82,32000,other,graduate-professional,married,unemployed,vanilla,yes,no,party-b
73,51000,caucasian,college,single,unemployed,vanilla,no,no,party-a
84,76500,caucasian,graduate-professional,single,unemployed,chocolate,no,yes,party-a
18,40000,caucasian,graduate-professional,single,unemployed,chocolate,no,yes,party-a
37,51000,african-american,graduate-professional,married,employed,chocolate,yes,no,party-b
21,57000,caucasian,high-school,married,employed,vanilla,no,yes,party-a
27,43500,hispanic,college,single,employed,chocolate,yes,no,party-a
29,54500,other,college,single,employed,vanilla,no,no,party-a
73,79000,caucasian,graduate-professional,married,employed,vanilla,yes,yes,party-a
29,22500,other,high-school,single,employed,chocolate,yes,no,party-b
74,41000,african-american,not-high-school,single,unemployed,chocolate,yes,no,party-b
83,103000,asian,high-school,married,employed,chocolate,yes,yes,party-a
62,73500,asian,high-school,single,employed,chocolate,yes,no,party-a
74,64000,hispanic,high-school,married,employed,vanilla,yes,no,party-a
80,64500,asian,graduate-professional,single,employed,chocolate,no,no,party-a
56,39000,caucasian,graduate-professional,married,employed,vanilla,no,no,party-a
59,95000,other,not-high-school,married,employed,vanilla,no,no,party-b
32,112000,other,graduate-professional,married,employed,vanilla,no,yes,party-a
27,33500,other,high-school,single,employed,chocolate,no,no,party-a
22,42500,hispanic,college,married,unemployed,chocolate,yes,no,party-a
24,54500,hispanic,high-school,single,employed,chocolate,yes,yes,party-a
76,55500,other,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
31,50500,other,college,married,employed,chocolate,yes,no,party-b
76,32500,caucasian,high-school,married,employed,chocolate,no,no,party-a
49,130000,caucasian,high-school,single,employed,chocolate,yes,yes,party-b
73,34500,other,college,married,unemployed,vanilla,yes,yes,party-a
56,125000,caucasian,high-school,single,employed,vanilla,no,yes,party-b
30,108000,other,college,married,employed,chocolate,yes,no,party-b
74,31500,other,high-school,married,employed,chocolate,yes,no,party-b
73,101500,hispanic,high-school,married,employed,vanilla,yes,no,party-a
77,66000,african-american,college,married,unemployed,vanilla,yes,no,party-a
36,52000,asian,college,married,unemployed,vanilla,no,no,party-b
32,202500,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
64,39000,african-american,college,married,employed,chocolate,yes,yes,party-a
76,143500,hispanic,high-school,married,employed,vanilla,yes,yes,party-b
25,103500,african-american,college,single,employed,vanilla,no,no,party-a
46,46500,african-american,high-school,married,employed,vanilla,no,yes,party-a
23,123500,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
21,54500,asian,graduate-professional,single,employed,chocolate,yes,no,party-a
25,79000,asian,college,single,employed,vanilla,no,no,party-a
80,42500,asian,graduate-professional,single,unemployed,vanilla,yes,yes,party-a
68,47500,asian,high-school,married,unemployed,vanilla,yes,yes,party-a
30,208500,asian,graduate-professional,single,employed,chocolate,yes,no,party-a
81,15000,hispanic,high-school,married,unemployed,vanilla,no,yes,party-b
68,76500,caucasian,college,single,employed,vanilla,yes,yes,party-a
40,26500,asian,high-school,married,employed,chocolate,yes,no,party-b
54,42500,asian,high-school,single,employed,chocolate,yes,yes,party-b
62,70500,asian,college,single,employed,vanilla,no,yes,party-a
26,75500,caucasian,college,single,employed,chocolate,yes,yes,party-a
84,37500,other,college,married,unemployed,chocolate,yes,yes,party-a
35,45500,hispanic,not-high-school,married,employed,vanilla,yes,no,party-b
60,81500,caucasian,college,married,employed,vanilla,no,yes,party-a
76,48000,caucasian,high-school,single,employed,chocolate,no,no,party-a
64,69000,caucasian,not-high-school,married,employed,vanilla,no,yes,party-a
52,53500,caucasian,high-school,married,employed,vanilla,yes,no,party-b
26,85500,hispanic,college,single,employed,chocolate,no,no,party-a
72,77000,caucasian,high-school,married,employed,vanilla,yes,yes,party-a
69,23500,caucasian,high-school,single,unemployed,chocolate,yes,yes,party-b
65,36000,asian,college,married,employed,chocolate,yes,no,party-b
25,45500,asian,college,single,employed,vanilla,yes,yes,party-a
18,36000,hispanic,college,single,unemployed,vanilla,no,no,party-a
55,63500,other,college,single,employed,vanilla,yes,yes,party-a
83,62500,caucasian,college,married,unemployed,chocolate,no,yes,party-a
60,32500,other,college,married,employed,chocolate,yes,no,party-b
52,62500,other,college,single,employed,chocolate,yes,yes,party-a
61,47500,asian,graduate-professional,married,employed,chocolate,yes,no,party-a
45,92500,hispanic,college,married,employed,vanilla,yes,no,party-b
77,17500,hispanic,not-high-school,married,unemployed,vanilla,yes,yes,party-a
50,22500,hispanic,not-high-school,single,employed,chocolate,yes,no,party-b
59,66500,asian,college,married,employed,vanilla,no,no,party-a
73,113000,hispanic,college,married,employed,vanilla,yes,yes,party-a
66,50000,hispanic,high-school,married,employed,vanilla,no,yes,party-a
40,71000,caucasian,not-high-school,single,employed,vanilla,yes,no,party-b
54,36500,african-american,high-school,married,employed,vanilla,yes,no,party-b
18,93000,hispanic,graduate-professional,single,employed,vanilla,no,yes,party-a
34,63500,caucasian,high-school,single,employed,vanilla,yes,yes,party-b
39,39000,african-american,college,married,employed,chocolate,yes,no,party-b
21,17500,asian,college,single,employed,chocolate,yes,no,party-b
79,39000,caucasian,high-school,married,unemployed,vanilla,yes,yes,party-b
61,65500,asian,college,married,employed,chocolate,no,yes,party-a
71,37500,african-american,graduate-professional,married,unemployed,vanilla,yes,no,party-a
59,32500,caucasian,college,single,employed,chocolate,yes,no,party-b
79,68500,african-american,high-school,single,employed,vanilla,yes,yes,party-a
30,49500,caucasian,college,single,employed,vanilla,no,no,party-b
42,24500,african-american,high-school,single,employed,chocolate,yes,yes,party-b
33,38000,caucasian,graduate-professional,single,employed,chocolate,no,no,party-b
36,48000,african-american,college,single,employed,chocolate,no,no,party-a
36,57000,hispanic,graduate-professional,single,employed,vanilla,yes,yes,party-b
83,52000,caucasian,graduate-professional,married,unemployed,chocolate,yes,no,party-a
84,50500,other,college,single,unemployed,vanilla,yes,no,party-a
40,32500,asian,high-school,single,employed,vanilla,yes,no,party-b
72,53500,other,high-school,married,employed,chocolate,no,yes,party-a
56,49500,hispanic,high-school,married,employed,chocolate,yes,no,party-a
34,50000,other,college,married,employed,vanilla,yes,no,party-b
28,105500,other,graduate-professional,single,employed,chocolate,yes,no,party-a
69,59500,hispanic,college,married,unemployed,vanilla,no,no,party-a
49,30000,african-american,college,married,employed,chocolate,no,no,party-b
37,55000,hispanic,graduate-professional,single,employed,vanilla,yes,no,party-a
35,47500,african-american,high-school,single,unemployed,chocolate,yes,no,party-a
19,134000,other,graduate-professional,single,unemployed,vanilla,yes,no,party-b
18,110000,hispanic,high-school,married,unemployed,vanilla,no,no,party-b
55,65500,other,graduate-professional,single,employed,vanilla,yes,yes,party-a
82,46500,other,not-high-school,married,unemployed,chocolate,no,yes,party-a
18,27500,caucasian,graduate-professional,single,unemployed,vanilla,yes,no,party-a
70,66500,caucasian,graduate-professional,single,unemployed,vanilla,yes,yes,party-a
74,27000,asian,college,married,unemployed,vanilla,no,no,party-b
27,38500,hispanic,high-school,single,employed,vanilla,yes,no,party-a
70,32500,african-american,high-school,married,unemployed,chocolate,no,no,party-b
51,98500,hispanic,college,married,unemployed,chocolate,yes,no,party-b
19,52000,asian,graduate-professional,single,employed,vanilla,no,no,party-a
29,80000,asian,college,single,employed,chocolate,yes,no,party-a
57,89500,other,college,single,employed,chocolate,yes,yes,party-a
44,24000,asian,college,single,employed,chocolate,no,yes,party-b
46,53500,other,college,single,unemployed,vanilla,yes,no,party-a
77,58000,hispanic,graduate-professional,single,employed,vanilla,no,yes,party-a
43,80000,asian,high-school,single,employed,vanilla,no,yes,party-b
64,54500,asian,high-school,single,employed,vanilla,yes,no,party-a
67,55000,hispanic,college,married,employed,vanilla,no,yes,party-a
68,36000,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-b
